status,account,balance,date,gender,age,merchant_state,amount,movement,month,day
authorized,ACC-4258502723,515.07,2018-08-03,F,24,VIC,6.66,debit,8,3
authorized,ACC-1424176027,283.32,2018-08-03,M,22,VIC,7.56,debit,8,3
authorized,ACC-1903037542,1442.26,2018-08-03,M,30,VIC,22.31,debit,8,3
authorized,ACC-1598451071,712.47,2018-08-03,F,26,QLD,8.99,debit,8,3
authorized,ACC-1903037542,1413.48,2018-08-03,M,30,QLD,28.78,debit,8,3
authorized,ACC-1598451071,704.86,2018-08-03,F,26,QLD,7.61,debit,8,3
authorized,ACC-1683215619,155.82,2018-08-03,M,38,SA,16.04,debit,8,3
posted,ACC-1334819143,58002.04,2018-08-03,M,33,MISSING,50.0,debit,8,3
authorized,ACC-2673069055,11299.28,2018-08-03,M,24,QLD,24.55,debit,8,3
authorized,ACC-2890243754,154.59,2018-08-03,M,37,NSW,9.49,debit,8,3
authorized,ACC-2674800293,24252.89,2018-08-03,F,50,VIC,15.84,debit,8,3
authorized,ACC-1788473090,315.62,2018-08-03,F,21,VIC,11.32,debit,8,3
posted,ACC-1788473090,249.62,2018-08-03,F,21,MISSING,66.0,debit,8,3
posted,ACC-2231965366,1417.62,2018-08-03,F,35,MISSING,147.0,debit,8,3
posted,ACC-3536132544,1408.27,2018-08-03,F,41,MISSING,33.0,debit,8,3
posted,ACC-414431115,1590.28,2018-08-03,F,43,MISSING,18.0,debit,8,3
posted,ACC-38923874,30334.82,2018-08-03,M,38,MISSING,1880.95,credit,8,3
posted,ACC-966140392,585.75,2018-08-03,M,21,MISSING,130.0,debit,8,3
authorized,ACC-1598451071,702.78,2018-08-03,F,26,QLD,2.08,debit,8,3
authorized,ACC-4274272854,2597.74,2018-08-03,M,20,NSW,61.14,debit,8,3
authorized,ACC-2259139624,843.34,2018-08-03,F,19,VIC,166.57,debit,8,3
authorized,ACC-1424176027,271.16,2018-08-03,M,22,NSW,12.16,debit,8,3
authorized,ACC-354106658,4326.51,2018-08-03,F,39,NSW,49.75,debit,8,3
authorized,ACC-2265520058,40.77,2018-08-03,F,26,WA,5.12,debit,8,3
authorized,ACC-3021093232,93.06,2018-08-03,F,30,NSW,12.83,debit,8,3
posted,ACC-3485804958,16357.36,2018-08-03,F,34,MISSING,16.0,debit,8,3
posted,ACC-819621312,1068.27,2018-08-03,F,30,MISSING,168.0,debit,8,3
posted,ACC-3689607373,2205.14,2018-08-03,F,20,MISSING,1138.79,credit,8,3
posted,ACC-2890243754,1072.04,2018-08-03,M,37,MISSING,917.45,credit,8,3
authorized,ACC-1349834573,6827.92,2018-08-03,M,39,VIC,51.89,debit,8,3
authorized,ACC-1650504218,1974.77,2018-08-03,F,23,VIC,17.95,debit,8,3
authorized,ACC-2153562714,834.47,2018-08-03,F,24,WA,8.31,debit,8,3
posted,ACC-1788473090,2273.3,2018-08-03,F,21,MISSING,2023.68,credit,8,3
posted,ACC-1199531521,3801.41,2018-08-03,M,52,MISSING,3785.78,credit,8,3
posted,ACC-559365433,735.66,2018-08-03,F,64,MISSING,576.0,credit,8,3
posted,ACC-3481401842,1438.7,2018-08-03,F,25,MISSING,1225.33,credit,8,3
posted,ACC-2528867619,1956.58,2018-08-03,F,40,MISSING,1946.57,credit,8,3
posted,ACC-1516130869,42.55,2018-08-03,F,21,MISSING,29.0,debit,8,3
authorized,ACC-1973887809,429.79,2018-08-03,M,26,NSW,1233.8,debit,8,3
authorized,ACC-1652235822,18776.14,2018-08-03,F,38,VIC,7.93,debit,8,3
authorized,ACC-1650504218,1970.39,2018-08-03,F,23,VIC,4.38,debit,8,3
posted,ACC-1344825761,13561.79,2018-08-03,F,46,MISSING,22.0,debit,8,3
posted,ACC-1523339231,54809.99,2018-08-03,M,40,MISSING,40.0,debit,8,3
posted,ACC-2674800293,25689.87,2018-08-03,F,50,MISSING,1436.98,credit,8,3
authorized,ACC-2776252858,1986.01,2018-08-03,F,43,VIC,28.56,debit,8,3
authorized,ACC-1598451071,691.49,2018-08-03,F,26,QLD,11.29,debit,8,3
authorized,ACC-4281711154,35144.77,2018-08-03,M,42,VIC,29.96,debit,8,3
authorized,ACC-3771436525,603.63,2018-08-03,M,20,VIC,11.3,debit,8,3
authorized,ACC-1788473090,2266.05,2018-08-03,F,21,VIC,7.25,debit,8,3
authorized,ACC-1243371644,588.53,2018-08-03,M,42,NSW,17.37,debit,8,3
authorized,ACC-1650504218,1957.08,2018-08-03,F,23,VIC,13.31,debit,8,3
authorized,ACC-1598451071,680.21,2018-08-03,F,26,QLD,11.28,debit,8,3
posted,ACC-3689607373,2024.14,2018-08-03,F,20,MISSING,181.0,debit,8,3
posted,ACC-182446574,2889.9,2018-08-03,F,27,MISSING,2840.15,credit,8,3
authorized,ACC-2681137560,7.04,2018-08-03,M,31,NSW,7.22,debit,8,3
authorized,ACC-354106658,4297.82,2018-08-03,F,39,NSW,28.69,debit,8,3
authorized,ACC-182446574,49.75,2018-08-03,F,27,WA,16.4,debit,8,3
authorized,ACC-3881031190,1329.27,2018-08-03,M,37,NSW,32.52,debit,8,3
authorized,ACC-3741880913,2760.42,2018-08-03,F,25,QLD,35.43,debit,8,3
authorized,ACC-1608363396,1624.53,2018-08-03,M,20,NSW,43.38,debit,8,3
authorized,ACC-1243371644,575.34,2018-08-03,M,42,NSW,13.19,debit,8,3
posted,ACC-3741880913,5042.78,2018-08-03,F,25,MISSING,2282.36,credit,8,3
posted,ACC-602667573,388.2,2018-08-03,M,40,MISSING,41.0,debit,8,3
posted,ACC-964839203,29444.62,2018-08-03,M,21,MISSING,1560.2,credit,8,3
posted,ACC-3827517394,29824.51,2018-08-03,M,28,MISSING,43.0,debit,8,3
posted,ACC-2650850707,103466.38,2018-08-03,M,42,MISSING,193.0,debit,8,3
posted,ACC-2153562714,807.47,2018-08-03,F,24,MISSING,27.0,debit,8,3
authorized,ACC-354106658,4260.22,2018-08-03,F,39,SA,37.6,debit,8,3
authorized,ACC-414431115,1571.16,2018-08-03,F,43,VIC,19.12,debit,8,3
authorized,ACC-3941181087,976.39,2018-08-03,M,25,WA,10.33,debit,8,3
posted,ACC-3741880913,4870.78,2018-08-03,F,25,MISSING,172.0,debit,8,3
posted,ACC-2901672282,4490.85,2018-08-03,M,22,MISSING,3328.77,credit,8,3
posted,ACC-3317636250,2645.62,2018-08-03,M,35,MISSING,2544.76,credit,8,3
posted,ACC-966140392,3158.66,2018-08-03,M,21,MISSING,2572.91,credit,8,3
authorized,ACC-3771436525,577.48,2018-08-03,M,20,VIC,26.15,debit,8,3
authorized,ACC-182446574,2802.4,2018-08-03,F,27,WA,87.5,debit,8,3
authorized,ACC-1652235822,18747.91,2018-08-03,F,38,NSW,28.23,debit,8,3
authorized,ACC-3827517394,29798.38,2018-08-03,M,28,NSW,26.13,debit,8,3
authorized,ACC-2673069055,11278.76,2018-08-03,M,24,QLD,20.52,debit,8,3
authorized,ACC-3326339947,2849.88,2018-08-03,M,22,NSW,16.68,debit,8,3
posted,ACC-1788473090,2233.05,2018-08-03,F,21,MISSING,33.0,debit,8,3
posted,ACC-3541460373,2404.1,2018-08-03,M,24,MISSING,53.0,debit,8,3
posted,ACC-1652235822,18681.91,2018-08-03,F,38,MISSING,66.0,debit,8,3
authorized,ACC-1523339231,54698.48,2018-08-03,M,40,WA,111.51,debit,8,3
authorized,ACC-354106658,4244.45,2018-08-03,F,39,NSW,15.77,debit,8,3
authorized,ACC-4274272854,2559.82,2018-08-03,M,20,VIC,37.92,debit,8,3
posted,ACC-3485804958,16294.36,2018-08-03,F,34,MISSING,63.0,debit,8,3
posted,ACC-3689607373,1969.14,2018-08-03,F,20,MISSING,55.0,debit,8,3
posted,ACC-2171593283,4258.5,2018-08-03,M,19,MISSING,40.0,debit,8,3
posted,ACC-1438600314,1858.7,2018-08-03,F,35,MISSING,45.0,debit,8,3
authorized,ACC-4258502723,501.02,2018-08-03,F,24,QLD,14.05,debit,8,3
authorized,ACC-2153562714,783.41,2018-08-03,F,24,WA,24.06,debit,8,3
authorized,ACC-1037050564,1675.39,2018-08-03,F,40,NSW,22.0,debit,8,3
authorized,ACC-1516130869,37.99,2018-08-03,F,21,NT,4.56,debit,8,3
authorized,ACC-2249586092,4131.96,2018-08-03,M,19,WA,26.45,debit,8,3
authorized,ACC-354106658,4215.53,2018-08-03,F,39,NSW,28.92,debit,8,3
posted,ACC-37709441,65.48,2018-08-03,M,18,MISSING,27.0,debit,8,3
authorized,ACC-2776252858,1962.57,2018-08-03,F,43,VIC,23.44,debit,8,3
authorized,ACC-3485804958,16252.76,2018-08-03,F,34,QLD,41.6,debit,8,3
authorized,ACC-2776252858,1202.3,2018-08-03,F,43,SA,760.27,debit,8,3
authorized,ACC-1652235822,18668.82,2018-08-03,F,38,VIC,13.09,debit,8,3
authorized,ACC-2890243754,1059.66,2018-08-03,M,37,NSW,12.38,debit,8,3
posted,ACC-3689607373,1900.14,2018-08-03,F,20,MISSING,69.0,debit,8,3
posted,ACC-721712940,50488.26,2018-08-03,M,78,MISSING,38.0,debit,8,3
posted,ACC-2171593283,4208.5,2018-08-03,M,19,MISSING,50.0,debit,8,3
posted,ACC-1903037542,1390.48,2018-08-03,M,30,MISSING,23.0,debit,8,3
authorized,ACC-1523339231,54658.82,2018-08-03,M,40,WA,39.66,debit,8,3
authorized,ACC-1598451071,658.63,2018-08-03,F,26,NSW,21.58,debit,8,3
authorized,ACC-3317636250,2620.47,2018-08-03,M,35,NSW,25.15,debit,8,3
authorized,ACC-2776252858,977.1,2018-08-03,F,43,NSW,225.2,debit,8,3
authorized,ACC-4274272854,2546.93,2018-08-03,M,20,VIC,12.89,debit,8,3
authorized,ACC-2776252858,924.22,2018-08-03,F,43,VIC,52.88,debit,8,3
authorized,ACC-2107684084,2494.36,2018-08-03,M,22,VIC,17.14,debit,8,3
authorized,ACC-1598451071,655.15,2018-08-03,F,26,QLD,3.48,debit,8,3
authorized,ACC-2828321672,377.29,2018-08-03,F,53,QLD,14.65,debit,8,3
authorized,ACC-3827517394,29785.4,2018-08-03,M,28,VIC,12.98,debit,8,3
authorized,ACC-721712940,50455.12,2018-08-03,M,78,VIC,33.14,debit,8,3
authorized,ACC-854938045,6768.48,2018-08-03,M,28,VIC,98.17,debit,8,3
authorized,ACC-1598451071,610.1,2018-08-03,F,26,NSW,45.05,debit,8,3
authorized,ACC-1903037542,1354.78,2018-08-03,M,30,QLD,35.7,debit,8,3
authorized,ACC-2014856841,260342.02,2018-08-03,M,46,VIC,122.81,debit,8,3
posted,ACC-3541460373,2363.1,2018-08-03,M,24,MISSING,41.0,debit,8,3
authorized,ACC-2650850707,103413.04,2018-08-03,M,42,NSW,53.34,debit,8,3
authorized,ACC-3741880913,4855.43,2018-08-03,F,25,QLD,15.35,debit,8,3
authorized,ACC-414431115,1531.92,2018-08-03,F,43,VIC,39.24,debit,8,3
authorized,ACC-90814749,5855.3,2018-08-04,M,35,SA,21.38,debit,8,4
authorized,ACC-1652235822,18660.01,2018-08-04,F,38,VIC,8.81,debit,8,4
authorized,ACC-4281711154,33235.73,2018-08-04,M,42,VIC,1909.04,debit,8,4
authorized,ACC-4065652575,2276.76,2018-08-04,M,21,WA,8.26,debit,8,4
authorized,ACC-1998563091,13218.65,2018-08-04,M,42,QLD,51.59,debit,8,4
posted,ACC-3481401842,1412.7,2018-08-04,F,25,MISSING,26.0,debit,8,4
posted,ACC-2673069055,11150.76,2018-08-04,M,24,MISSING,128.0,debit,8,4
authorized,ACC-4281711154,33197.1,2018-08-04,M,42,VIC,38.63,debit,8,4
authorized,ACC-1344825761,13556.17,2018-08-04,F,46,SA,5.62,debit,8,4
authorized,ACC-3827517394,29770.05,2018-08-04,M,28,NSW,15.35,debit,8,4
posted,ACC-2828321672,229.29,2018-08-04,F,53,MISSING,148.0,debit,8,4
posted,ACC-964839203,29416.62,2018-08-04,M,21,MISSING,28.0,debit,8,4
authorized,ACC-4258502723,489.18,2018-08-04,F,24,VIC,11.84,debit,8,4
authorized,ACC-1598451071,587.87,2018-08-04,F,26,QLD,22.23,debit,8,4
posted,ACC-1652235822,18615.01,2018-08-04,F,38,MISSING,45.0,debit,8,4
posted,ACC-1650504218,1914.08,2018-08-04,F,23,MISSING,43.0,debit,8,4
posted,ACC-4281711154,33160.1,2018-08-04,M,42,MISSING,37.0,debit,8,4
posted,ACC-3941181087,891.39,2018-08-04,M,25,MISSING,85.0,debit,8,4
authorized,ACC-2828321672,207.52,2018-08-04,F,53,QLD,21.77,debit,8,4
posted,ACC-3084464802,747.87,2018-08-04,F,19,MISSING,76.0,debit,8,4
authorized,ACC-90814749,5817.76,2018-08-04,M,35,NSW,37.54,debit,8,4
authorized,ACC-1199531521,3795.1,2018-08-04,M,52,NSW,6.31,debit,8,4
authorized,ACC-1037050564,1660.14,2018-08-04,F,40,QLD,15.25,debit,8,4
authorized,ACC-2153562714,772.47,2018-08-04,F,24,NSW,10.94,debit,8,4
authorized,ACC-2171593283,4153.71,2018-08-04,M,19,TAS,54.79,debit,8,4
authorized,ACC-3100725361,2001.93,2018-08-04,M,25,VIC,30.99,debit,8,4
authorized,ACC-1037050564,1655.05,2018-08-04,F,40,QLD,5.09,debit,8,4
authorized,ACC-2901672282,4473.55,2018-08-04,M,22,VIC,17.3,debit,8,4
authorized,ACC-1598451071,557.43,2018-08-04,F,26,QLD,30.44,debit,8,4
authorized,ACC-1652235822,18596.61,2018-08-04,F,38,VIC,18.4,debit,8,4
authorized,ACC-1344825761,13523.96,2018-08-04,F,46,NSW,32.21,debit,8,4
authorized,ACC-2901672282,4456.55,2018-08-04,M,22,VIC,17.0,debit,8,4
authorized,ACC-1037050564,1646.98,2018-08-04,F,40,QLD,8.07,debit,8,4
authorized,ACC-1683215619,109.84,2018-08-04,M,38,NSW,45.98,debit,8,4
authorized,ACC-2265520058,18.45,2018-08-04,F,26,NSW,22.32,debit,8,4
authorized,ACC-1598451071,546.21,2018-08-04,F,26,QLD,11.22,debit,8,4
authorized,ACC-182446574,2775.14,2018-08-04,F,27,SA,27.26,debit,8,4
posted,ACC-1199531521,3712.1,2018-08-04,M,52,MISSING,83.0,debit,8,4
authorized,ACC-966140392,3148.44,2018-08-04,M,21,VIC,10.22,debit,8,4
authorized,ACC-3689607373,1886.47,2018-08-04,F,20,WA,13.67,debit,8,4
authorized,ACC-1598451071,538.62,2018-08-04,F,26,QLD,7.59,debit,8,4
authorized,ACC-414431115,1506.99,2018-08-04,F,43,NSW,24.93,debit,8,4
authorized,ACC-3317636250,2582.41,2018-08-04,M,35,QLD,38.06,debit,8,4
authorized,ACC-3100725361,1973.48,2018-08-04,M,25,QLD,28.45,debit,8,4
authorized,ACC-1037050564,1522.37,2018-08-04,F,40,QLD,124.61,debit,8,4
posted,ACC-2615038700,28568.11,2018-08-04,F,43,MISSING,560.0,debit,8,4
posted,ACC-1998563091,13173.65,2018-08-04,M,42,MISSING,45.0,debit,8,4
authorized,ACC-1037050564,1421.27,2018-08-04,F,40,VIC,101.1,debit,8,4
authorized,ACC-966140392,3128.75,2018-08-04,M,21,VIC,19.69,debit,8,4
authorized,ACC-1037050564,1376.53,2018-08-04,F,40,QLD,44.74,debit,8,4
posted,ACC-90814749,5773.76,2018-08-04,M,35,MISSING,44.0,debit,8,4
authorized,ACC-37709441,58.67,2018-08-04,M,18,QLD,6.81,debit,8,4
authorized,ACC-2231965366,1404.05,2018-08-04,F,35,VIC,13.57,debit,8,4
authorized,ACC-3881031190,1296.71,2018-08-04,M,37,NSW,32.56,debit,8,4
authorized,ACC-2901672282,4381.54,2018-08-04,M,22,NSW,75.01,debit,8,4
posted,ACC-37709441,13.67,2018-08-04,M,18,MISSING,45.0,debit,8,4
authorized,ACC-966140392,3121.59,2018-08-04,M,21,VIC,7.16,debit,8,4
authorized,ACC-38923874,30318.08,2018-08-04,M,38,NSW,16.74,debit,8,4
authorized,ACC-2897221629,4.45,2018-08-04,M,23,NSW,14.62,debit,8,4
authorized,ACC-414431115,1480.69,2018-08-04,F,43,NSW,26.3,debit,8,4
authorized,ACC-1344825761,13485.19,2018-08-04,F,46,NSW,38.77,debit,8,4
authorized,ACC-2153562714,721.97,2018-08-04,F,24,WA,50.5,debit,8,4
posted,ACC-1890605467,5587.25,2018-08-04,M,38,MISSING,133.0,debit,8,4
authorized,ACC-3881031190,1253.25,2018-08-04,M,37,ACT,43.46,debit,8,4
authorized,ACC-2305712452,77.21,2018-08-04,F,18,SA,9.7,debit,8,4
authorized,ACC-1890605467,5720.25,2018-08-04,M,38,VIC,27.97,debit,8,4
authorized,ACC-154431271,8.99,2018-08-04,F,18,QLD,6.94,debit,8,4
posted,ACC-2920611728,1931.27,2018-08-04,M,69,MISSING,17.0,debit,8,4
posted,ACC-2650850707,103295.04,2018-08-04,M,42,MISSING,118.0,debit,8,4
authorized,ACC-1799207998,1390.36,2018-08-04,F,20,NSW,13.19,debit,8,4
authorized,ACC-3485804958,16223.21,2018-08-04,F,34,NSW,29.55,debit,8,4
authorized,ACC-182446574,2750.07,2018-08-04,F,27,WA,25.07,debit,8,4
authorized,ACC-4065652575,2256.46,2018-08-04,M,21,WA,20.3,debit,8,4
posted,ACC-2259139624,731.34,2018-08-04,F,19,MISSING,112.0,debit,8,4
posted,ACC-854938045,6719.48,2018-08-04,M,28,MISSING,49.0,debit,8,4
authorized,ACC-1683215619,79.89,2018-08-04,M,38,NSW,29.95,debit,8,4
authorized,ACC-3541460373,2353.8,2018-08-04,M,24,VIC,9.3,debit,8,4
authorized,ACC-1608363396,1598.7,2018-08-04,M,20,NSW,25.83,debit,8,4
authorized,ACC-182446574,2737.88,2018-08-04,F,27,WA,12.19,debit,8,4
authorized,ACC-53508546,973.14,2018-08-04,F,35,NSW,23.83,debit,8,4
posted,ACC-958000567,246.09,2018-08-04,F,34,MISSING,17.0,debit,8,4
authorized,ACC-1990648130,1476.4,2018-08-04,F,21,NSW,36.06,debit,8,4
authorized,ACC-1037050564,1355.17,2018-08-04,F,40,QLD,21.36,debit,8,4
authorized,ACC-1990648130,1470.89,2018-08-04,F,21,NSW,5.51,debit,8,4
authorized,ACC-2890243754,1049.28,2018-08-04,M,37,QLD,10.38,debit,8,4
authorized,ACC-2901672282,4326.96,2018-08-04,M,22,NSW,54.58,debit,8,4
authorized,ACC-1598451071,536.62,2018-08-04,F,26,QLD,2.0,debit,8,4
authorized,ACC-588564840,7892.52,2018-08-04,M,23,VIC,29.72,debit,8,4
posted,ACC-4258502723,461.18,2018-08-04,F,24,MISSING,28.0,debit,8,4
authorized,ACC-1903037542,1339.42,2018-08-04,M,30,NSW,15.36,debit,8,4
authorized,ACC-182446574,2723.89,2018-08-04,F,27,WA,13.99,debit,8,4
authorized,ACC-1710017148,1520.95,2018-08-04,F,19,NSW,8.63,debit,8,4
authorized,ACC-2615038700,28538.25,2018-08-04,F,43,VIC,29.86,debit,8,4
authorized,ACC-1683215619,69.59,2018-08-04,M,38,NSW,10.3,debit,8,4
authorized,ACC-2107684084,2477.96,2018-08-04,M,22,VIC,16.4,debit,8,4
authorized,ACC-3481401842,1398.14,2018-08-04,F,25,WA,14.56,debit,8,4
posted,ACC-1344825761,13457.19,2018-08-04,F,46,MISSING,28.0,debit,8,4
authorized,ACC-182446574,2721.99,2018-08-04,F,27,NSW,1.9,debit,8,4
authorized,ACC-2249586092,4124.62,2018-08-04,M,19,WA,7.34,debit,8,4
authorized,ACC-1608363396,1588.22,2018-08-04,M,20,NSW,10.48,debit,8,4
authorized,ACC-3100725361,1952.02,2018-08-04,M,25,TAS,21.46,debit,8,4
authorized,ACC-3541460373,2307.67,2018-08-04,M,24,VIC,46.13,debit,8,4
authorized,ACC-2828321672,183.91,2018-08-04,F,53,QLD,23.61,debit,8,4
authorized,ACC-2901672282,4313.91,2018-08-04,M,22,VIC,13.05,debit,8,4
authorized,ACC-2901672282,4164.0,2018-08-04,M,22,NSW,149.91,debit,8,4
authorized,ACC-182446574,2710.38,2018-08-04,F,27,WA,11.61,debit,8,4
authorized,ACC-1598451071,528.53,2018-08-04,F,26,QLD,8.09,debit,8,4
posted,ACC-1799207998,1360.36,2018-08-04,F,20,MISSING,30.0,debit,8,4
authorized,ACC-3481401842,1378.79,2018-08-04,F,25,WA,19.35,debit,8,4
authorized,ACC-1973887809,424.7,2018-08-04,M,26,NSW,5.09,debit,8,4
authorized,ACC-1973887809,408.24,2018-08-04,M,26,NSW,16.46,debit,8,4
authorized,ACC-182446574,2693.06,2018-08-04,F,27,NSW,17.32,debit,8,4
posted,ACC-2014856841,260299.02,2018-08-04,M,46,MISSING,43.0,debit,8,4
authorized,ACC-1037050564,1209.45,2018-08-04,F,40,QLD,145.72,debit,8,4
authorized,ACC-1349834573,6782.79,2018-08-04,M,39,SA,45.13,debit,8,4
authorized,ACC-3481401842,1367.02,2018-08-04,F,25,WA,11.77,debit,8,4
authorized,ACC-3021093232,84.8,2018-08-04,F,30,NSW,8.26,debit,8,4
authorized,ACC-1516130869,19.34,2018-08-04,F,21,NT,18.65,debit,8,4
authorized,ACC-1710017148,1493.27,2018-08-05,F,19,NSW,27.68,debit,8,5
authorized,ACC-1608363396,1569.04,2018-08-05,M,20,WA,19.18,debit,8,5
authorized,ACC-4274272854,2521.5,2018-08-05,M,20,NSW,25.43,debit,8,5
posted,ACC-1349834573,6615.79,2018-08-05,M,39,MISSING,167.0,debit,8,5
posted,ACC-2107684084,2452.96,2018-08-05,M,22,MISSING,25.0,debit,8,5
authorized,ACC-2305712452,63.69,2018-08-05,F,18,NSW,13.52,debit,8,5
posted,ACC-2231965366,1322.05,2018-08-05,F,35,MISSING,82.0,debit,8,5
posted,ACC-1056639002,42521.09,2018-08-05,M,22,MISSING,36.0,debit,8,5
authorized,ACC-2828321672,134.78,2018-08-05,F,53,QLD,49.13,debit,8,5
posted,ACC-4258502723,423.18,2018-08-05,F,24,MISSING,38.0,debit,8,5
authorized,ACC-2249586092,4109.53,2018-08-05,M,19,WA,15.09,debit,8,5
posted,ACC-3485804958,16192.21,2018-08-05,F,34,MISSING,31.0,debit,8,5
posted,ACC-559365433,705.66,2018-08-05,F,64,MISSING,30.0,debit,8,5
posted,ACC-38923874,30247.08,2018-08-05,M,38,MISSING,71.0,debit,8,5
posted,ACC-847145727,50336.08,2018-08-05,M,19,MISSING,123.0,debit,8,5
posted,ACC-1523339231,54619.82,2018-08-05,M,40,MISSING,39.0,debit,8,5
authorized,ACC-1608363396,1528.42,2018-08-05,M,20,NSW,40.62,debit,8,5
posted,ACC-3771436525,528.48,2018-08-05,M,20,MISSING,49.0,debit,8,5
authorized,ACC-1334819143,57976.85,2018-08-05,M,33,VIC,25.19,debit,8,5
posted,ACC-2107684084,2419.96,2018-08-05,M,22,MISSING,33.0,debit,8,5
authorized,ACC-182446574,2679.63,2018-08-05,F,27,WA,13.43,debit,8,5
authorized,ACC-1683215619,50.75,2018-08-05,M,38,NSW,18.84,debit,8,5
posted,ACC-2107684084,2324.96,2018-08-05,M,22,MISSING,95.0,debit,8,5
posted,ACC-1443681913,369.41,2018-08-05,M,31,MISSING,123.0,debit,8,5
authorized,ACC-1710017148,1476.16,2018-08-05,F,19,NSW,17.11,debit,8,5
authorized,ACC-1056639002,42501.13,2018-08-05,M,22,VIC,19.96,debit,8,5
authorized,ACC-1598451071,517.05,2018-08-05,F,26,NSW,11.48,debit,8,5
authorized,ACC-854938045,6677.87,2018-08-05,M,28,QLD,41.61,debit,8,5
authorized,ACC-588564840,7881.62,2018-08-05,M,23,NSW,10.9,debit,8,5
authorized,ACC-3536132544,1313.04,2018-08-05,F,41,VIC,95.23,debit,8,5
authorized,ACC-1598451071,514.2,2018-08-05,F,26,NSW,2.85,debit,8,5
authorized,ACC-3879258709,186134.52,2018-08-05,F,40,VIC,39.78,debit,8,5
posted,ACC-964839203,29374.62,2018-08-05,M,21,MISSING,42.0,debit,8,5
authorized,ACC-1598451071,506.66,2018-08-05,F,26,QLD,7.54,debit,8,5
authorized,ACC-2828321672,116.89,2018-08-05,F,53,QLD,17.89,debit,8,5
authorized,ACC-1037050564,1164.32,2018-08-05,F,40,QLD,45.13,debit,8,5
authorized,ACC-1598451071,488.95,2018-08-05,F,26,QLD,17.71,debit,8,5
authorized,ACC-1037050564,1131.73,2018-08-05,F,40,QLD,32.59,debit,8,5
authorized,ACC-1199531521,3596.14,2018-08-05,M,52,WA,115.96,debit,8,5
authorized,ACC-182446574,2660.32,2018-08-05,F,27,WA,19.31,debit,8,5
posted,ACC-847145727,50227.08,2018-08-05,M,19,MISSING,109.0,debit,8,5
posted,ACC-3827517394,29742.05,2018-08-05,M,28,MISSING,28.0,debit,8,5
posted,ACC-1496451953,76.59,2018-08-05,M,43,MISSING,31.0,debit,8,5
posted,ACC-2615038700,28486.99,2018-08-05,F,43,MISSING,38.0,debit,8,5
posted,ACC-854938045,6643.87,2018-08-05,M,28,MISSING,34.0,debit,8,5
authorized,ACC-2615038700,28524.99,2018-08-05,F,43,VIC,13.26,debit,8,5
authorized,ACC-2171593283,4139.63,2018-08-05,M,19,VIC,14.08,debit,8,5
authorized,ACC-1799207998,1346.43,2018-08-05,F,20,NSW,13.93,debit,8,5
authorized,ACC-3881031190,1225.13,2018-08-05,M,37,NSW,28.12,debit,8,5
posted,ACC-2249586092,4063.28,2018-08-05,M,19,MISSING,37.0,debit,8,5
authorized,ACC-1056639002,42399.24,2018-08-05,M,22,VIC,101.89,debit,8,5
authorized,ACC-2249586092,4100.28,2018-08-05,M,19,NSW,9.25,debit,8,5
posted,ACC-1199531521,3467.14,2018-08-05,M,52,MISSING,129.0,debit,8,5
authorized,ACC-1037050564,1105.46,2018-08-05,F,40,NSW,26.27,debit,8,5
authorized,ACC-2901672282,4132.83,2018-08-05,M,22,VIC,31.17,debit,8,5
authorized,ACC-90814749,5759.7,2018-08-05,M,35,NSW,14.06,debit,8,5
authorized,ACC-1037050564,1097.8,2018-08-05,F,40,QLD,7.66,debit,8,5
authorized,ACC-211792489,2930.06,2018-08-05,F,30,SA,78.16,debit,8,5
authorized,ACC-2901672282,4098.0,2018-08-05,M,22,NSW,34.83,debit,8,5
authorized,ACC-1799207998,1290.43,2018-08-05,F,20,NSW,56.0,debit,8,5
authorized,ACC-38923874,30213.77,2018-08-05,M,38,NSW,33.31,debit,8,5
authorized,ACC-2901672282,4092.42,2018-08-05,M,22,VIC,5.58,debit,8,5
authorized,ACC-1799207998,1229.64,2018-08-05,F,20,NSW,60.79,debit,8,5
authorized,ACC-3485804958,16180.53,2018-08-05,F,34,SA,11.68,debit,8,5
authorized,ACC-1523339231,54601.71,2018-08-05,M,40,WA,18.11,debit,8,5
posted,ACC-211792489,2908.06,2018-08-05,F,30,MISSING,22.0,debit,8,5
authorized,ACC-2901672282,4060.53,2018-08-05,M,22,VIC,31.89,debit,8,5
authorized,ACC-2901672282,3966.54,2018-08-05,M,22,VIC,93.99,debit,8,5
authorized,ACC-2650850707,103216.89,2018-08-05,M,42,QLD,78.15,debit,8,5
authorized,ACC-2901672282,3907.81,2018-08-05,M,22,VIC,58.73,debit,8,5
posted,ACC-2776252858,800.22,2018-08-05,F,43,MISSING,124.0,debit,8,5
authorized,ACC-2890243754,1043.17,2018-08-05,M,37,QLD,6.11,debit,8,5
authorized,ACC-1037050564,1073.65,2018-08-05,F,40,QLD,24.15,debit,8,5
posted,ACC-1650504218,1896.08,2018-08-05,F,23,MISSING,18.0,debit,8,5
authorized,ACC-1199531521,3448.32,2018-08-05,M,52,WA,18.82,debit,8,5
authorized,ACC-854938045,6628.63,2018-08-05,M,28,TAS,15.24,debit,8,5
authorized,ACC-3481401842,1355.34,2018-08-05,F,25,WA,11.68,debit,8,5
